SatelliteCatalogNumber,ElsetClassification,InternationalDesignator,ElementSetEpoch(UTC),1stDerivativeMeanMotion,2ndDerivativeMeanMotion,b*DragTerm,ElementSetType,ElementNumber,Checksum,OrbitInclination,Eccentricity,ArgumentofPerigee,MeanAnomaly,MeanMotion,RevolutionNumberatEpoch,Checksum(2)
407, U, 61015EG, 20122.54457603, .00000790, 00000-0, 23275-3, 0, 66.3257, 250.0083, 0085683, 334.4989, 101.5773, 14.47158952, 512, 8
408, U, 61015EH, 20122.16947825, -.00000035, +00000-0, +39912-4, 0, 066.7882, 039.9265, 0071150, 204.7159, 259.6274, 13.74946077, 99783, 6
409, U, 61015EJ, 20122.19307014, +.00000154, +00000-0, +10282-3, 0, 066.7171, 033.4865, 0071725, 342.7877, 017.0785, 14.22996007, 02241, 9
410, U, 61015EK, 20122.18076795, -.00000048, +00000-0, +27675-4, 0, 066.6947, 353.8294, 0011119, 017.4416, 119.4320, 13.76112430, 95208, 7
414, U, 61015EP, 20122.19451500, -.00000046, +00000-0, +30301-4, 0, 066.4422, 124.8374, 0042535, 038.6585, 034.9373, 13.77069136, 95385, 0
416, U, 61015ER, 20122.13898446, -.00000238, +00000-0, -81260-4, 0, 066.5230, 253.8809, 0082133, 232.1040, 127.2601, 14.12348861, 01560, 8
417, U, 61015ES, 20122.25172615, +.00000001, +00000-0, +40451-4, 0, 066.7466, 184.6429, 0080203, 272.8981, 086.2934, 14.17204912, 02009, 7
420, U, 61015EV, 20122.02266235, +.00000111, +00000-0, +74756-4, 0, 066.8165, 350.3762, 0082192, 082.7040, 278.3391, 14.28772821, 03343, 7
424, U, 62049A, 20122.57185292, .00000014, 00000-0, 57266-5, 0, 80.4646, 309.5754, 0022419, 248.4024, 111.4731, 13.69147044, 87507, 9
426, U, 62049B, 20122.50851554, .00000062, 00000-0, 61506-4, 0, 80.4686, 317.7627, 0017304, 233.3299, 186.0592, 13.68475624, 87464, 1
446, U, 62060A, 20122.19863115, -.00000125, +00000-0, +72689-6, 0, 050.1415, 163.7911, 0070295, 213.0974, 175.1198, 13.35272968, 80470, 6
447, U, 62060B, 20122.16790627, -.00000114, +00000-0, +24808-4, 0, 050.1323, 024.7700, 0065877, 326.0916, 150.2669, 13.39045234, 81222, 9
461, U, 61015EX, 20122.17722577, +.00000949, +00000-0, +21604-3, 0, 067.5094, 030.5044, 0053526, 317.8848, 041.8164, 14.59349377, 05637, 7
463, U, 61015EZ, 20121.98671895, +.00000306, +00000-0, +11562-3, 0, 066.7712, 298.3194, 0052357, 164.0825, 196.1941, 14.43198369, 04511, 8
465, U, 61015FB, 20122.23019057, +.00000380, +00000-0, +17288-3, 0, 066.3141, 130.6393, 0045144, 310.4451, 049.2712, 14.31957911, 02495, 5
467, U, 61015FD, 20121.67752165, +.00000745, +00000-0, +10500-2, 0, 066.5581, 223.3156, 0261638, 246.2185, 111.1237, 13.49222651, 97865, 2
469, U, 61015FF, 20122.72150708, .00000174, 00000-0, 10081-3, 0, 66.8356, 225.5982, 0057225, 76.8820, 283.8657, 14.28725578, 3332, 9
470, U, 61015FG, 20122.52067433, .00000099, 00000-0, 10996-3, 0, 66.2305, 254.6529, 0076181, 236.3638, 123.0160, 14.05363693, 99811, 3
474, U, 61015FL, 20122.45792317, .00000933, 00000-0, 14228-3, 0, 66.2451, 299.4026, 0032817, 256.2153, 191.0651, 14.78795341, 5956, 5
475, U, 61015FM, 20122.20093341, +.00000216, +00000-0, +15130-3, 0, 066.2269, 082.8400, 0151634, 022.0534, 338.6982, 14.10763228, 97110, 8
478, U, 61015FQ, 20122.18566049, +.00000815, +00000-0, +19700-3, 0, 066.0729, 073.8388, 0064405, 274.1533, 085.2214, 14.57595673, 05557, 8
479, U, 61015FR, 20122.20412629, .00002687, 00000-0, 26433-3, 0, 66.6766, 139.5683, 0007748, 239.1021, 120.9348, 14.93876049, 3696, 0
480, U, 61015FS, 20121.92622102, +.00000322, +00000-0, +14457-3, 0, 066.2390, 327.7706, 0079586, 119.2319, 241.6766, 14.33206633, 03336, 1
503, U, 62068A, 20121.77077814, -.00000028, +00000-0, +00000-0, 0, 047.5150, 049.5409, 2841072, 024.0677, 007.2272, 07.78157039, 63122, 4
