,SatelliteCatalogNumber,ElsetClassification,InternationalDesignator,ElementSetEpoch(UTC),1stDerivativeMeanMotion,2ndDerivativeMeanMotion,b*DragTerm,ElementSetType,ElementNumber,Checksum,OrbitInclination,RightAscension,Eccentricity,ArgumentofPerigee,MeanAnomaly,MeanMotion,RevolutionNumberatEpoch,Checksum(2),OrbitalPeriod,SemiMajorAxis
8520,30062, U, 99025PP,20122.11319066,1.9e-06, +00000-0, +14550-3,0,999,8,98.9377,154.2411,50672,34.5403,32.545,14.04334598,68093,9,6152.379933033595,7256.4213711018665
8521,30063, U, 99025PQ,20122.14120896,-2.2e-07, 00000-0, 10617-4,0,999,9,98.5839,169.387,31478,273.5591,149.3647,14.14858258,68661,2,6106.618773398006,7220.394633326956
8522,30064, U, 99025PR,20122.05807846,3.3e-07, +00000-0, +40318-4,0,999,9,98.8375,154.0724,67114,191.731,198.2636,14.12745611,68526,3,6115.750728741779,7227.591185240446
8523,30065, U, 99025PS,20122.2403081,1.2e-07, +00000-0, +43320-4,0,999,3,98.7907,211.4456,131440,222.8759,136.2092,13.86129922,67245,7,6233.1819426664115,7319.817697922785
8524,30066, U, 99025PT,20122.1354908,-9e-08, +00000-0, +15204-4,0,999,3,98.6423,146.4387,121140,52.1735,18.0419,14.17502548,68761,2,6095.227138879189,7211.412282211351
8525,30067, U, 99025PU,20122.26380014,1.51e-06, +00000-0, +58047-4,0,999,7,98.8299,271.9885,163664,340.1518,138.3762,14.38002852,69677,9,6008.333007117013,7142.71068024712
8526,30068, U, 99025PV,20122.11675794,5e-08, 00000-0, 21945-4,0,999,9,98.7232,145.691,194901,57.1875,304.7901,14.1035678,68424,6,6126.109451538921,7235.750172055618
8527,30069, U, 99025PW,20122.07665066,2.84e-06, +00000-0, +20683-3,0,999,2,98.7865,151.4089,50554,42.2509,335.6179,14.03315031,68058,4,6156.849894099083,7259.935674504132
8528,30070, U, 99025PX,20122.20163969,5.18e-06, +00000-0, +23543-3,0,999,2,98.2747,351.7266,394975,336.0798,138.9725,13.91418401,67230,7,6209.490972514457,7301.258571257688
8529,30071, U, 99025PY,20121.82384306,6.59e-06, +00000-0, +29089-3,0,999,7,98.7724,183.7755,59744,29.133,34.5895,14.25732097,68852,6,6060.04453303684,7183.6352494532075
8530,30072, U, 99025PZ,20122.21437465,1.085e-05, +00000-0, +61570-3,0,999,2,99.0802,198.635,83625,341.6311,18.1844,14.10420286,68095,9,6125.833615526997,7235.532971077338
8531,30073, U, 99025QA,20122.06835321,6.44e-06, 00000-0, 41512-3,0,999,3,99.4312,339.6863,62433,211.9804,303.0108,14.06013735,68025,0,6145.03243099542,7250.642882204616
8532,30074, U, 99025QB,20121.97879163,2.28e-06, +00000-0, +16792-3,0,999,5,99.2618,127.8458,110450,83.216,278.1558,14.02695474,67828,6,6159.5693150429315,7262.073279326971
8533,30075, U, 99025QC,20121.90796014,3e-08, +00000-0, +38162-4,0,999,9,99.456,104.6176,90717,292.6897,120.7435,13.9173973,67518,4,6208.057306806927,7300.134703840306
8534,30076, U, 99025QD,20122.05563885,2.9e-07, 00000-0, 65397-4,0,999,3,99.2495,150.7433,178736,100.4856,288.4747,13.74859203,66705,1,6284.279860182891,7359.767145718697
8535,30077, U, 99025QE,20122.05690531,-1.93e-06, +00000-0, -89369-4,0,999,2,98.9639,153.9336,20434,263.4031,149.4304,14.06770737,68264,8,6141.725707505956,7248.041537437652
8536,30078, U, 99025QF,20122.162,2.48e-06, +00000-0, +16593-3,0,999,0,98.9832,177.2611,55765,334.3913,86.3852,14.09224133,68125,1,6131.033238557233,7239.626751174243
8537,30079, U, 99025QG,20122.78519376,5.05e-06, 00000-0, 37021-3,0,999,3,99.3015,144.4674,81872,172.5676,237.8374,13.99005017,67859,2,6175.817738329097,7274.838828072581
8538,30080, U, 99025QH,20122.34166762,-1.6e-07, 00000-0, 13339-4,0,999,9,98.6905,154.4339,137450,120.1124,307.4611,14.08889425,68350,3,6132.489780026563,7240.773311490116
8539,30081, U, 99025QJ,20122.05790764,-1.06e-06, +00000-0, -44050-4,0,999,8,98.9865,149.9076,77317,230.1105,183.5844,13.96267418,67709,1,6187.926387608366,7284.344690619184
8540,30082, U, 99025QK,20122.13738185,5.24e-06, 00000-0, 80904-4,0,999,7,98.866,168.7802,163053,191.3125,233.5722,14.69999069,70929,7,5877.5547428595,7038.68480207675
8541,30085, U, 99025QN,20122.12329984,1.907e-05, 00000-0, 17518-3,0,999,8,98.4496,339.9051,99086,315.7586,43.5739,14.92597628,71132,3,5788.56607964541,6967.458532356275
8542,30086, U, 99025QP,20122.05715618,-6.5e-07, +00000-0, -13549-4,0,999,1,99.1366,148.1753,62970,65.98,325.2722,14.01481196,67941,9,6164.906118369354,7266.267367197133
8543,30087, U, 99025QQ,20122.55799332,5.2e-07, 00000-0, 28195-4,0,999,9,98.6447,163.0204,244624,72.731,83.2425,14.30785222,69345,1,6038.642185528528,7166.711578600574
8544,30088, U, 99025QR,20122.38836233,1.58e-06, 00000-0, 62394-4,0,999,9,98.3853,159.5519,216099,224.7547,263.2759,14.30165677,69327,1,6041.258113622035,7168.781166240785
8545,30089, U, 99025QS,20122.39819767,1.35e-06, 00000-0, 71890-4,0,999,0,99.0657,296.5658,77292,31.1279,27.9165,14.27422276,69208,1,6052.868968958139,7177.963474527682
8546,30090, U, 99025QT,20122.00683185,1.14e-06, 00000-0, 69921-4,0,999,2,99.4244,127.3728,60972,198.4289,220.5225,14.2416004,69046,6,6066.733904428325,7188.920707612606
8547,30092, U, 99025QV,20122.23636744,1.91e-06, +00000-0, +84153-4,0,999,7,98.7128,233.4776,94052,157.7525,260.0642,14.31638925,69347,6,6035.041272714767,7163.862232864743
8548,30093, U, 99025QW,20122.37032703,3.25e-06, 00000-0, 13079-3,0,999,5,98.8495,259.4229,81279,252.3276,160.6713,14.33064322,69365,8,6029.038520714774,7159.111089405806
8549,30094, U, 99025QX,20122.15284906,2.626e-05, 00000-0, 47311-3,0,999,8,99.0184,110.9003,48215,341.1635,18.778,14.66812607,70080,3,5890.322975660109,7048.874874013989
8550,30095, U, 99025QY,20122.05957653,4.59e-06, +00000-0, +98113-4,0,999,3,99.2703,160.8728,284206,4.2115,356.1368,14.42481947,69523,7,5989.676347748427,7127.916984023625
8551,30096, U, 99025QZ,20122.47639567,1.12e-06, 00000-0, 62035-4,0,999,1,99.1505,60.036,84394,25.1301,335.3949,14.28143323,69254,7,6049.812971047305,7175.547244279148
8552,30097, U, 99025RA,20122.18085624,4.61e-05, 00000-0, 49855-3,0,999,0,99.3027,322.4551,63841,18.4999,341.8513,14.87448065,70355,7,5808.606164679773,6983.530217739237
8553,30098, U, 99025RB,20122.09661315,8.138e-05, 00000-0, 75942-3,0,999,3,99.3276,341.8641,58541,347.8569,12.1231,14.93243678,70407,5,5786.061663808364,6965.448745967181
8554,30099, U, 99025RC,20122.19655153,6.5e-07, +00000-0, +47257-4,0,999,8,98.6764,208.2094,65772,89.2579,323.35,14.22841192,68995,2,6072.357230433627,7193.362350931378
8555,30101, U, 99025RE,20121.86735009,1.712e-05, +00000-0, +49102-3,0,999,4,99.1735,91.3248,39188,349.1321,10.9018,14.45946555,69445,5,5975.324585907672,7116.526378245375
8556,30102, U, 99025RF,20122.18043199,-2e-08, +00000-0, +17265-4,0,999,1,98.6052,186.8564,147350,194.1027,224.8921,14.19367937,68837,0,6087.216552363194,7205.092550232435
8557,30103, U, 99025RG,20122.2107833,1.69e-06, 00000-0, 10036-3,0,999,2,99.1987,358.7517,67848,200.5321,279.1628,14.19692956,68824,9,6085.822968610967,7203.992837636956
8558,30104, U, 99025RH,20122.53816355,2.56e-06, 00000-0, 13724-3,0,999,9,98.5702,16.1033,79719,318.0202,162.2382,14.19628066,68761,9,6086.101146439296,7204.212361583756
8559,30105, U, 99025RJ,20122.01303512,1.07e-06, +00000-0, +61514-4,0,999,5,98.5944,151.0094,208218,240.5656,117.4597,14.1714933,68675,8,6096.7463464136135,7212.610506829499
8560,30106, U, 99025RK,20122.25093363,1.109e-05, +00000-0, +40672-3,0,999,6,98.9305,254.929,124621,181.1192,245.0841,14.30640546,68941,1,6039.252853665452,7167.194734527929
8561,30107, U, 99025RL,20121.96827065,-3e-08, +00000-0, +21864-4,0,999,4,99.1055,140.4405,128170,320.5367,38.6522,14.13549479,68568,1,6112.272777400247,7224.850764675835
8562,30108, U, 99025RM,20122.08035039,6.3e-07, 00000-0, 45242-4,0,999,2,98.6461,148.223,205522,144.2618,279.3597,14.14049251,68597,8,6110.112497064644,7223.148329468547
8563,30109, U, 99025RN,20122.41469512,6.2e-07, 00000-0, 47841-4,0,999,3,98.6482,173.9588,175672,5.2066,115.3717,14.13772341,68554,6,6111.309260647079,7224.091478355923
8564,30110, U, 99025RP,20122.03027225,-3e-08, +00000-0, +42681-4,0,999,7,98.9104,48.8037,269597,239.1193,118.318,13.55142456,65718,9,6375.713462260532,7430.982802481351
8565,30111, U, 99025RQ,20122.18339131,2.239e-05, +00000-0, +59865-3,0,999,9,101.6135,307.1825,103940,87.1338,333.2591,14.46782955,69223,7,5971.870189747986,7113.783356195323
8566,30112, U, 99025RR,20122.22780758,1.99e-06, +00000-0, +10167-3,0,999,5,99.2762,351.0329,220517,143.1179,218.5391,14.14832402,68526,5,6106.730371587856,7220.482601322201
8567,30113, U, 99025RS,20122.23437287,7.89e-06, +00000-0, +37911-3,0,999,4,98.9683,238.1497,59636,177.599,251.7756,14.20902373,68623,3,6080.642952096751,7199.904417951571
8568,30114, U, 99025RT,20122.02650949,9.8e-07, +00000-0, +80131-4,0,999,0,98.8564,150.5712,83518,147.9566,242.8274,14.08007701,68271,6,6136.330073950356,7243.7958789808345
8569,30115, U, 99025RU,20122.39508094,3.6e-06, 00000-0, 21558-3,0,999,3,98.8127,171.3038,76893,153.4115,332.0282,14.11679333,68342,4,6120.370113826693,7231.230185236514
8570,30116, U, 99025RV,20122.25517477,6.14e-06, +00000-0, +34022-3,0,999,6,99.3758,38.0299,27745,6.4753,113.5716,14.15172338,68398,8,6105.263484877416,7219.326275606765
8571,30117, U, 99025RW,20122.08533403,3.4e-06, +00000-0, +20851-3,0,999,6,98.8006,146.6899,167311,216.3922,211.3579,14.05337071,68160,2,6147.991238751006,7252.970131886135
8572,30118, U, 99025RX,20122.09525896,2.51e-06, +00000-0, +17924-3,0,999,3,98.9256,150.9022,85794,39.0493,26.3256,14.04239374,68131,4,6152.797136992969,7256.749414725659
8573,30119, U, 99025RY,20122.21968199,3.67e-06, +00000-0, +20326-3,0,999,3,97.931,312.928,153443,151.8246,270.2321,14.10291182,68185,1,6126.394400160123,7235.974545133692
8574,30120, U, 99025RZ,20122.12206042,7.28e-06, +00000-0, +40267-3,0,999,4,98.9959,168.2921,75054,302.3823,117.0136,14.13187694,68302,0,6113.837557942958,7226.083783772057
8575,30121, U, 99025SA,20121.78141795,8.41e-06, +00000-0, +45578-3,0,999,5,102.1753,59.8849,46935,345.4591,67.6312,14.16396459,68348,1,6099.987009357525,7215.166139849661
8576,30122, U, 99025SB,20121.85575941,1.575e-05, +00000-0, +63048-3,0,999,5,95.9149,326.606,166169,268.0115,223.6958,14.21866569,68381,1,6076.519547172784,7196.649117711606
8577,30123, U, 99025SC,20121.94406824,4.7e-06, 00000-0, 19491-3,0,999,5,96.9086,129.0183,271264,120.7555,242.0636,14.11328403,68222,0,6121.891957700506,7232.42884339408
8578,30124, U, 99025SD,20121.91465326,2.35e-06, +00000-0, +15244-3,0,999,6,99.1968,106.4795,158425,65.3165,325.3988,14.05994114,68025,4,6145.118186462052,7250.710338405979
8579,30125, U, 99025SE,20122.18086984,3.36e-06, 00000-0, 11132-3,0,999,0,98.6198,252.6628,403684,69.2009,49.6654,14.06096495,67998,3,6144.67074679679,7250.358373949011
8580,30127, U, 99025SG,20121.84031196,9.54e-06, +00000-0, +50253-3,0,999,2,98.233,90.9439,121344,317.9718,41.2194,14.12401951,68123,4,6117.23878877593,7228.7635301100045
8581,30128, U, 99025SH,20122.06630538,7.51e-06, +00000-0, +36285-3,0,999,7,96.9857,153.6561,171059,213.4962,200.9204,14.13199625,68138,1,6113.78594160043,7226.043112694685
8582,30129, U, 99025SJ,20122.15717979,-2.22e-06, 00000-0, -11117-3,0,999,5,97.9987,288.4192,199075,158.0078,263.799,13.9828606,67801,1,6178.99315966863,7277.33228456951
8583,30131, U, 99025SL,20122.38237344,3.4e-06, 00000-0, 23249-3,0,999,4,99.1465,164.2968,102700,134.632,347.3517,14.03870701,67807,8,6154.412934072622,7258.019831102113
8584,30132, U, 99025SM,20122.53659517,8.5e-07, 00000-0, 98087-4,0,999,1,99.625,344.0556,107934,156.4863,263.1885,13.92380598,67537,5,6205.199937725648,7297.894520519045
8585,30133, U, 99025SN,20122.12672705,2.5e-06, +00000-0, +19691-3,0,999,8,98.3608,76.0361,89333,284.5921,193.9976,13.98069887,67652,5,6179.948570768409,7278.0824245676695
8586,30134, U, 99025SP,20122.05576742,3.1e-07, +00000-0, +42965-4,0,999,3,98.8952,157.9116,19198,230.4361,150.0415,14.09734371,68314,8,6128.8141778590425,7237.879776417441
8587,30135, U, 99025SQ,20122.03453536,1.086e-05, +00000-0, +35026-3,0,999,7,98.9528,283.3974,136900,67.9119,76.3191,14.3614687,69177,0,6016.0977825339,7148.863202672243
8588,30136, U, 99025SR,20122.02733733,9.4e-07, 00000-0, 95821-4,0,999,5,98.4685,147.345,132073,359.4134,63.6971,13.92613319,67527,1,6204.162980578244,7297.081458920462
8589,30137, U, 99025SS,20122.15762187,3.005e-05, 00000-0, 32556-3,0,999,5,99.0985,286.0007,55685,359.8255,59.5323,14.88064122,70810,4,5806.201407764336,6981.602635219522
8590,30138, U, 99025ST,20122.09434368,4.19e-06, 00000-0, 24941-3,0,999,1,98.9474,163.3854,22299,209.3711,215.2257,14.12725175,68391,1,6115.839197103571,7227.660886316528
8591,30139, U, 99025SU,20121.92978035,3.44e-06, 00000-0, 25654-3,0,999,6,98.4006,101.7754,141350,287.7261,125.7977,13.96200507,67583,7,6188.22293551853,7284.577416932352
8592,30140, U, 99025SV,20122.05910215,5.32e-06, +00000-0, +32629-3,0,999,8,98.9734,168.764,44689,5.664,25.3226,14.09639384,68164,6,6129.227161263821,7238.2049171464505
8593,30141, U, 99025SW,20122.10321747,9.64e-06, +00000-0, +41991-3,0,999,2,99.0609,282.394,23473,253.7779,171.7263,14.26317372,68850,1,6057.557854662377,7181.6699600093825
8594,30142, U, 99025SX,20122.37155379,9.87e-06, 00000-0, 67248-3,0,999,6,99.2309,153.5082,111843,207.929,151.5842,13.99392184,67669,4,6174.109087349311,7273.4969562471515
8595,30143, U, 99025SY,20122.20512962,5.09e-06, 00000-0, 38537-3,0,999,3,98.8789,4.2157,107608,215.6179,276.7464,13.95706955,67567,1,6190.411224253017,7286.2946379085515
8596,30144, U, 99025SZ,20122.07421311,8.2e-07, 00000-0, 95241-4,0,999,8,99.0629,152.5806,131936,104.6946,310.5075,13.88908946,67352,9,6220.710165978007,7310.050444400956
8597,30145, U, 99025TA,20122.0932531,3.55e-06, 00000-0, 27665-3,0,999,0,99.3021,167.9264,108892,24.1632,28.1995,13.96328537,67458,1,6187.655534536998,7284.132125978258
8598,30146, U, 99025TB,20122.14399826,2.6e-07, 00000-0, 48136-4,0,999,2,98.0473,188.5061,184669,43.2407,16.8781,13.83220682,67045,8,6246.2917974212305,7330.077641214179
8599,30147, U, 99025TC,20122.51944008,2.032e-05, 00000-0, 10540-2,0,999,7,98.9299,341.4242,143763,110.565,322.551,14.10710854,67732,9,6124.571860705341,7234.539388530717
8600,30148, U, 99025TD,20122.29063444,2.47e-06, 00000-0, 24185-3,0,999,6,99.3828,226.1092,138906,254.9589,167.5215,13.8461229,67115,1,6240.01394643117,7325.16540972414
8601,30149, U, 99025TE,20122.48623905,2.453e-05, 00000-0, 33651-3,0,999,1,99.0173,215.0042,63468,83.7864,46.5264,14.78151192,70584,5,5845.139554574063,7012.781679746722
8602,30150, U, 99025TF,20122.54403627,9.9e-07, 00000-0, 11510-3,0,999,1,98.9076,335.6376,153137,115.7517,309.06,13.83446148,67089,0,6245.273813144478,7329.281210657109
8603,30151, U, 99025TG,20122.09934206,1.58e-06, 00000-0, 17380-3,0,999,1,99.232,165.7068,164095,358.8412,53.4044,13.80708176,66918,7,6257.65831635084,7338.9674188365725
8604,30152, U, 99025TH,20122.19645527,3.5e-06, +00000-0, +30929-3,0,999,6,99.116,0.9348,184066,232.2133,126.2231,13.84336449,66907,4,6241.257323132144,7326.138445749762
8605,30153, U, 99025TJ,20122.23902236,8.1e-07, +00000-0, +11927-3,0,999,3,100.4273,249.9815,212475,151.9618,276.9523,13.74151429,66567,2,6287.516657671066,7362.294089333779
8606,30154, U, 99025TK,20122.18964387,4.79e-06, 00000-0, 44630-3,0,999,1,98.4579,349.9011,197293,18.6376,99.7632,13.77865612,66686,0,6270.567989180647,7349.057574715714
8607,30155, U, 99025TL,20122.0274627,8.04e-06, 00000-0, 85509-3,0,999,6,99.8196,146.6559,266637,176.3922,183.9224,13.62884732,65853,4,6339.494307285262,7402.813469973465
8608,30156, U, 99025TM,20122.20087382,4.97e-06, 00000-0, 49732-3,0,999,5,98.9483,195.1117,205064,326.2568,91.2776,13.73512926,66482,9,6290.439526595324,7364.575578711129
8609,30157, U, 99025TN,20122.10013948,6.74e-06, 00000-0, 31085-3,0,999,1,98.8313,178.8347,50363,73.1979,317.8556,14.23686363,68771,7,6068.752377309946,7190.515177520226
8610,30160, U, 99025TR,20122.44535307,2.27e-06, 00000-0, 34248-3,0,999,8,98.8476,292.2164,351143,243.4299,170.7471,13.39594942,64937,5,6449.71082609537,7488.368791898706
8611,30161, U, 99025TS,20122.18197146,5.36e-06, +00000-0, +71973-3,0,999,4,100.4847,354.6162,345190,142.4759,336.7933,13.42737969,64977,6,6434.613602559115,7476.678580065388
8612,30162, U, 99025TT,20122.24585294,-9.3e-07, +00000-0, -64816-4,0,999,6,99.5282,243.8123,337559,59.2513,6.7393,13.44464403,65029,2,6426.350880485157,7470.276647224451
8613,30163, U, 99025TU,20122.35549965,2.44e-06, 00000-0, 38087-3,0,999,0,98.6735,153.0533,384567,327.4564,149.0499,13.32849162,64585,0,6482.353927458147,7513.614145822398
8614,30164, U, 99025TV,20121.99996023,3.909e-05, +00000-0, +24819-2,0,999,9,99.5644,295.8178,407616,217.5307,139.6736,13.70396809,65323,2,6304.743227112987,7375.735456211356
8615,30167, U, 99025TY,20121.76551682,1.8e-06, +00000-0, +62201-4,0,999,2,98.9702,57.6393,160930,121.8974,270.1858,14.41071773,69756,7,5995.537600471756,7132.5662849850405
8616,30168, U, 99025TZ,20121.93051643,7.75e-06, +00000-0, +29888-3,0,999,7,97.3741,104.152,143532,303.3748,55.3769,14.26979437,68903,3,6054.747374751414,7179.4484376598075
8617,30169, U, 99025UA,20122.22017479,1.266e-05, 00000-0, 34904-3,0,999,1,98.4723,222.4383,335542,189.1977,189.6687,14.20246814,68388,2,6083.449661588185,7202.119807117627
8618,30170, U, 99025UB,20122.10094841,3.98e-06, 00000-0, 30616-3,0,999,9,98.8922,156.8942,72149,198.2005,223.4642,13.97592747,67751,7,6182.058413329759,7279.738828261392
8619,30171, U, 99025UC,20122.47640419,3.7e-07, 00000-0, 48740-4,0,999,6,98.3731,122.7055,187874,230.7732,127.6626,13.95110791,67668,6,6193.0565341028905,7288.370228020927
8620,30172, U, 99025UD,20122.09190062,1.87e-06, 00000-0, 15096-3,0,999,2,99.081,56.2498,86132,120.6715,0.3372,14.0041598,67735,3,6169.595408358593,7269.951588387944
8621,30173, U, 99025UE,20122.0719298,8.99e-06, 00000-0, 60311-3,0,999,2,99.1257,172.1159,93866,235.1784,185.4928,14.01331976,67759,3,6165.562584721895,7266.783187475267
8622,30174, U, 99025UF,20122.44831229,7.44e-06, 00000-0, 31710-3,0,999,0,98.7988,194.8556,51482,27.5006,36.6314,14.27414361,68857,4,6052.902532063008,7177.990008999123
8623,30175, U, 99025UG,20122.0020858,1.25e-06, +00000-0, +14812-3,0,999,8,99.5966,132.2233,147981,233.0041,180.6223,13.81900446,66988,6,6252.259361380943,7334.745556877632
8624,30177, U, 99025UJ,20121.99153556,2.6e-06, 00000-0, 20075-3,0,999,7,98.5923,282.8353,476788,103.994,11.3708,13.55854219,65625,0,6372.366497020872,7428.381951837708
8625,30178, U, 99025UK,20122.46286003,-1.51e-06, 00000-0, -10269-3,0,999,0,102.2598,199.3418,304137,83.6088,45.6821,13.51642825,65415,8,6392.221258600621,7443.803984725047
8626,30180, U, 99025UM,20122.20946094,2.238e-05, 00000-0, 28264-3,0,999,8,99.0097,226.9631,65767,14.6581,345.6516,14.81654799,70713,5,5831.317798066943,7001.722097592547
8627,30181, U, 99025UN,20122.10715958,3.74e-06, +00000-0, +21229-3,0,999,4,98.9694,167.1502,51635,113.8021,300.1896,14.15301912,68402,2,6104.7045345897905,7218.885638760291
8628,30182, U, 99025UP,20122.03724081,-1.77e-06, 00000-0, -94059-4,0,999,9,99.3322,147.444,75142,215.2185,200.1398,13.95501203,67697,8,6191.323935390403,7287.010812070714
8629,30183, U, 99025UQ,20122.08255115,9.7e-07, +00000-0, +82659-4,0,999,4,99.0129,158.8626,26400,272.757,140.3166,14.08553441,68232,2,6133.952570422921,7241.92469948099
8630,30190, U, 99025UX,20122.12946264,5.67e-06, +00000-0, +10018-3,0,999,0,98.9495,193.8006,128100,349.302,10.5461,14.66968867,70677,4,5889.695544574908,7048.374305907028
8631,30191, U, 99025UY,20122.2423717,3.85e-06, +00000-0, +88878-4,0,999,1,98.7471,34.3346,141997,96.2032,55.6546,14.55431208,70302,4,5936.385005700661,7085.575043756508
8632,30193, U, 99025VA,20121.96924029,2.31e-06, +00000-0, +84977-4,0,999,3,98.8972,290.5303,126786,107.2005,43.3465,14.37738841,69615,6,6009.436313197578,7143.585060872698
8633,30194, U, 99025VB,20122.15886323,1.301e-05, +00000-0, +48239-3,0,999,9,101.2574,76.3296,55354,157.6145,324.791,14.3394935,69031,9,6025.3174214277515,7156.165069167541
8634,30196, U, 99025VD,20122.26259359,2e-08, +00000-0, +19011-4,0,999,0,98.6689,214.9993,85776,274.6773,146.0456,14.25074315,69141,2,6062.841712223267,7185.845614893506
8635,30197, U, 99025VE,20122.19079823,2.64e-06, +00000-0, +12164-3,0,999,0,99.08,308.3264,66706,61.287,0.4103,14.28324868,69145,2,6049.044019024948,7174.939206919599
8636,30198, U, 99025VF,20122.13306253,5.53e-06, +00000-0, +20986-3,0,999,7,98.2476,291.9088,145637,201.9732,222.4349,14.29072223,69079,5,6045.88057968292,7172.437493295127
8637,30199, U, 99025VG,20122.12445542,4.73e-06, +00000-0, +20092-3,0,999,1,98.5809,167.2191,91097,246.8213,171.455,14.27643516,69067,2,6051.930963976023,7177.221882460974
8638,30200, U, 99025VH,20121.98989297,6.3e-07, +00000-0, +45655-4,0,999,5,98.9185,241.6078,150783,201.8209,157.65,14.20161465,68846,7,6083.815265329707,7202.408360018944
8639,30201, U, 99025VJ,20122.47483638,1.7e-06, 00000-0, 10542-3,0,999,4,99.4439,100.3048,30829,336.8647,23.1136,14.18638254,68733,6,6090.347539718889,7207.5629864356315
8640,30202, U, 99025VK,20122.15811714,6.3e-06, +00000-0, +27270-3,0,999,7,98.7506,183.0316,58383,350.926,9.086,14.26938661,68885,2,6054.920394367254,7179.585209619366
8641,30205, U, 99025VN,20122.09910258,6.6e-07, 00000-0, 87436-4,0,999,0,98.7834,308.347,122639,347.2037,125.9647,13.86320933,67204,6,6232.32311821407,7319.14531979631
